#Gene	pfamid	SP	TM	Start	End	Length	Strand	Contig	Source	pfam_desc	Taxonomy
demo|00750	PF00005.27;	No	0	22381	23109	729	-1	bin00.contig0005	Prodigal_v2.6.3	"ABC transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00751	PF03968.14;	No	0	23147	23596	450	-1	bin00.contig0005	Prodigal_v2.6.3	"OstA-like protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00752	PF12565.8;	No	0	23994	24998	1005	1	bin00.contig0005	Prodigal_v2.6.3	"Protein of unknown function (DUF3747)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00753	PF01957.18;	No	0	25074	25331	258	-1	bin00.contig0005	Prodigal_v2.6.3	"NfeD-like C-terminal, partner-binding";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00754	PF13671.6;PF13280.6;	No	0	25614	27626	2013	1	bin00.contig0005	Prodigal_v2.6.3	"AAA domain";"WYL domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Geitlerinema;
demo|00755	PF12565.8;PF07813.12;	No	0	27905	28912	1008	1	bin00.contig0005	Prodigal_v2.6.3	"Protein of unknown function (DUF3747)";"LTXXQ motif family protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00756	PF12565.8;PF07813.12;	No	0	29184	30161	978	1	bin00.contig0005	Prodigal_v2.6.3	"Protein of unknown function (DUF3747)";"LTXXQ motif family protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00757	PF04095.16;PF17767.1;	No	0	30358	31746	1389	1	bin00.contig0005	Prodigal_v2.6.3	"Nicotinate phosphoribosyltransferase (NAPRTase) family";"Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00758	PF01467.26;	No	0	31841	32428	588	1	bin00.contig0005	Prodigal_v2.6.3	"Cytidylyltransferase-like";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00759	PF00293.28;	No	0	32459	33196	738	1	bin00.contig0005	Prodigal_v2.6.3	"NUDIX domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00760	PF00795.22;PF02540.17;	No	0	33225	34931	1707	1	bin00.contig0005	Prodigal_v2.6.3	"Carbon-nitrogen hydrolase";"NAD synthase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00761	PF04255.14;	No	0	34974	35444	471	1	bin00.contig0005	Prodigal_v2.6.3	"Protein of unknown function (DUF433)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00762	PF18480.1;	No	0	35441	35833	393	1	bin00.contig0005	Prodigal_v2.6.3	"Domain of unknown function (DUF5615)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00763	PF01882.18;	No	2	35953	37095	1143	1	bin00.contig0005	Prodigal_v2.6.3	"Protein of unknown function DUF58";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00765	PF13175.6;	No	0	37163	38356	1194	1	bin00.contig0005	Prodigal_v2.6.3	"AAA ATPase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00767	PF03745.14;	No	0	39219	39623	405	1	bin00.contig0005	Prodigal_v2.6.3	"Domain of unknown function (DUF309)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00768	PF01590.26;	No	0	39722	42604	2883	-1	bin00.contig0005	Prodigal_v2.6.3	"GAF domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00769	PF01180.21;	No	0	42725	43867	1143	1	bin00.contig0005	Prodigal_v2.6.3	"Dihydroorotate dehydrogenase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00770	PF00389.30;PF01842.25;	No	0	44064	45647	1584	1	bin00.contig0005	Prodigal_v2.6.3	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain";"ACT domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00771	PF08241.12;	No	0	45732	46625	894	1	bin00.contig0005	Prodigal_v2.6.3	"Methyltransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00774	PF13442.6;	No	1	47371	47787	417	-1	bin00.contig0005	Prodigal_v2.6.3	"Cytochrome C oxidase, cbb3-type, subunit III";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00776	PF01668.18;	No	0	48067	48537	471	1	bin00.contig0005	Prodigal_v2.6.3	"SmpB protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00779	PF03485.16;PF05746.15;PF00750.19;	No	0	50788	52542	1755	-1	bin00.contig0005	Prodigal_v2.6.3	"Arginyl tRNA synthetase N terminal domain";"DALR anticodon binding domain";"tRNA synthetases class I (R)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00780	PF13207.6;	No	0	52615	53199	585	-1	bin00.contig0005	Prodigal_v2.6.3	"AAA domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00781	PF00692.19;	No	0	53376	53957	582	1	bin00.contig0005	Prodigal_v2.6.3	"dUTPase";	UNKNOWN
demo|00782	PF00692.19;	No	1	53991	54707	717	1	bin00.contig0005	Prodigal_v2.6.3	"dUTPase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__NIES-4103;
demo|00784	PF13426.7;	No	0	54890	58174	3285	-1	bin00.contig0005	Prodigal_v2.6.3	"PAS domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00785	PF00926.19;PF00925.20;	No	0	58723	60414	1692	1	bin00.contig0005	Prodigal_v2.6.3	"3,4-dihydroxy-2-butanone 4-phosphate synthase";"GTP cyclohydrolase II";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00789	PF13424.6;	No	0	61924	62928	1005	1	bin00.contig0005	Prodigal_v2.6.3	"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00790	PF03733.13;	No	2	62957	63325	369	-1	bin00.contig0005	Prodigal_v2.6.3	"Inner membrane component domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00794	PF01715.17;	No	0	64408	65325	918	-1	bin00.contig0005	Prodigal_v2.6.3	"IPP transferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00795	PF00204.25;PF00986.21;PF02518.26;PF01751.22;	No	0	65499	67442	1944	1	bin00.contig0005	Prodigal_v2.6.3	"DNA gyrase B";"DNA gyrase B subunit, carboxyl terminus";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"Toprim domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00798	PF12840.7;	No	0	68112	68507	396	1	bin00.contig0005	Prodigal_v2.6.3	"Helix-turn-helix domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00799	PF00753.27;	No	0	68619	69311	693	1	bin00.contig0005	Prodigal_v2.6.3	"Metallo-beta-lactamase superfamily";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00800	PF01925.19;	No	8	69315	70094	780	1	bin00.contig0005	Prodigal_v2.6.3	"Sulfite exporter TauE/SafE";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00802	PF01451.21;	No	0	70116	70526	411	-1	bin00.contig0005	Prodigal_v2.6.3	"Low molecular weight phosphotyrosine protein phosphatase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00803	PF02575.16;	No	0	70691	71041	351	-1	bin00.contig0005	Prodigal_v2.6.3	"YbaB/EbfC DNA-binding family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00804	PF01565.23;PF02873.16;	No	0	71108	72085	978	-1	bin00.contig0005	Prodigal_v2.6.3	"FAD binding domain ";"UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00805	PF01225.25;PF02875.21;PF08245.12;	No	1	72099	73607	1509	-1	bin00.contig0005	Prodigal_v2.6.3	"Mur ligase family, catalytic domain";"Mur ligase family, glutamate ligase domain";"Mur ligase middle domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00808	PF02800.20;PF00044.24;	No	0	74524	75540	1017	1	bin00.contig0005	Prodigal_v2.6.3	"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain";"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00809	PF00999.21;PF00582.26;	No	12	75683	77761	2079	1	bin00.contig0005	Prodigal_v2.6.3	"Sodium/hydrogen exchanger family";"Universal stress protein family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00812	PF03717.15;PF00905.22;	No	1	78301	80211	1911	-1	bin00.contig0005	Prodigal_v2.6.3	"Penicillin-binding Protein dimerisation domain";"Penicillin binding protein transpeptidase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00817	PF13409.6;	No	0	81510	82184	675	1	bin00.contig0005	Prodigal_v2.6.3	"Glutathione S-transferase, N-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00819	PF00128.24;PF02806.18;PF02922.18;	No	0	82791	85136	2346	1	bin00.contig0005	Prodigal_v2.6.3	"Alpha amylase, catalytic domain";"Alpha amylase, C-terminal all-beta domain";"Carbohydrate-binding module 48 (Isoamylase N-terminal domain)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00820	PF01145.25;	No	1	85277	86140	864	1	bin00.contig0005	Prodigal_v2.6.3	"SPFH domain / Band 7 family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00822	PF01940.16;	No	6	86361	87185	825	1	bin00.contig0005	Prodigal_v2.6.3	"Integral membrane protein DUF92";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00824	PF01523.16;	No	0	87396	88865	1470	1	bin00.contig0005	Prodigal_v2.6.3	"Putative modulator of DNA gyrase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00825	PF05685.12;	No	0	88902	89465	564	1	bin00.contig0005	Prodigal_v2.6.3	"Putative restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00826	PF01523.16;	No	0	89544	90884	1341	1	bin00.contig0005	Prodigal_v2.6.3	"Putative modulator of DNA gyrase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00827	PF09952.9;	No	0	91003	92091	1089	1	bin00.contig0005	Prodigal_v2.6.3	"Transcriptional regulator, AbiEi antitoxin, Type IV TA system";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Planktothrix;
demo|00830	PF13500.6;PF07685.14;	No	0	92920	94398	1479	-1	bin00.contig0005	Prodigal_v2.6.3	"AAA domain";"CobB/CobQ-like glutamine amidotransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00831	PF01728.19;PF01479.25;	No	0	94355	95200	846	-1	bin00.contig0005	Prodigal_v2.6.3	"FtsJ-like methyltransferase";"S4 domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00832	PF13604.6;	No	0	95260	96228	969	-1	bin00.contig0005	Prodigal_v2.6.3	"AAA domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00833	PF00886.19;	No	0	96495	96857	363	-1	bin00.contig0005	Prodigal_v2.6.3	"Ribosomal protein S16";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00834	PF10370.9;PF01557.18;	No	0	97029	97835	807	1	bin00.contig0005	Prodigal_v2.6.3	"Domain of unknown function (DUF2437)";"Fumarylacetoacetate (FAA) hydrolase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00835	PF16166.5;	No	4	97832	98314	483	-1	bin00.contig0005	Prodigal_v2.6.3	"Chloroplast import apparatus Tic20-like";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00837	PF16166.5;	No	4	98375	98884	510	-1	bin00.contig0005	Prodigal_v2.6.3	"Chloroplast import apparatus Tic20-like";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00839	PF07995.11;	No	0	98965	100203	1239	1	bin00.contig0005	Prodigal_v2.6.3	"Glucose / Sorbosone dehydrogenase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00840	PF09907.9;	No	0	100240	100533	294	1	bin00.contig0005	Prodigal_v2.6.3	"HigB_toxin, RelE-like toxic component of a toxin-antitoxin system";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica
demo|00843	PF00124.19;	No	5	101592	102653	1062	1	bin00.contig0005	Prodigal_v2.6.3	"Photosynthetic reaction centre protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00845	PF00805.22;	No	0	199	1134	936	1	bin00.contig0006	Prodigal_v2.6.3	"Pentapeptide repeats (8 copies)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00846	PF01073.19;	No	0	1168	2160	993	-1	bin00.contig0006	Prodigal_v2.6.3	"3-beta hydroxysteroid dehydrogenase/isomerase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00847	PF00571.28;PF00571.28;PF00582.26;	No	10	2237	4909	2673	-1	bin00.contig0006	Prodigal_v2.6.3	"CBS domain";"Universal stress protein family";"Voltage gated chloride channel";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00849	PF00805.22;	No	0	4927	5919	993	-1	bin00.contig0006	Prodigal_v2.6.3	"Pentapeptide repeats (8 copies)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00850	PF00571.28;PF00571.28;	No	0	6298	6909	612	1	bin00.contig0006	Prodigal_v2.6.3	"CBS domain";"CP12 domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00851	PF02698.17;	No	1	6913	7509	597	1	bin00.contig0006	Prodigal_v2.6.3	"DUF218 domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00855	PF03109.16;	No	2	9271	10935	1665	1	bin00.contig0006	Prodigal_v2.6.3	"ABC1 family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00858	PF10417.9;PF00578.21;	No	0	12317	12916	600	1	bin00.contig0006	Prodigal_v2.6.3	"C-terminal domain of 1-Cys peroxiredoxin";"AhpC/TSA family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00859	PF12323.8;PF01385.19;PF07282.11;	No	0	13066	14238	1173	-1	bin00.contig0006	Prodigal_v2.6.3	"Helix-turn-helix domain";"Probable transposase";"Putative transposase DNA-binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00860	PF00578.21;	No	0	14442	15026	585	1	bin00.contig0006	Prodigal_v2.6.3	"AhpC/TSA family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00861	PF00353.19;PF13414.6;	No	0	15083	16585	1503	-1	bin00.contig0006	Prodigal_v2.6.3	"RTX calcium-binding nonapeptide repeat (4 copies)";"TPR repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00862	PF03070.16;	No	0	16897	17550	654	-1	bin00.contig0006	Prodigal_v2.6.3	"TENA/THI-4/PQQC family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00864	PF06808.12;	No	12	18188	19516	1329	-1	bin00.contig0006	Prodigal_v2.6.3	"Tripartite ATP-independent periplasmic transporter, DctM component";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00866	PF04290.12;	No	4	19509	20066	558	-1	bin00.contig0006	Prodigal_v2.6.3	"Tripartite ATP-independent periplasmic transporters, DctQ component";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00868	PF01103.23;PF07244.15;	No	1	20153	21829	1677	1	bin00.contig0006	Prodigal_v2.6.3	"Surface antigen";"Surface antigen variable number repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00870	PF13191.6;	No	0	21817	23241	1425	-1	bin00.contig0006	Prodigal_v2.6.3	"AAA ATPase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00871	PF04230.13;	No	0	23277	24323	1047	-1	bin00.contig0006	Prodigal_v2.6.3	"Polysaccharide pyruvyl transferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00872	PF10693.9;	No	2	24574	24891	318	1	bin00.contig0006	Prodigal_v2.6.3	"Protein of unknown function (DUF2499)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00875	PF00283.19;PF00284.20;	No	1	27412	27657	246	-1	bin00.contig0006	Prodigal_v2.6.3	"Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits";"Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00877	PF14870.6;	YES	0	27774	28778	1005	-1	bin00.contig0006	Prodigal_v2.6.3	"Photosynthesis system II assembly factor YCF48";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00879	PF00301.20;	No	1	28823	29212	390	-1	bin00.contig0006	Prodigal_v2.6.3	"Rubredoxin";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00881	PF00227.26;	No	0	29574	30341	768	1	bin00.contig0006	Prodigal_v2.6.3	"Proteasome subunit";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00882	PF13245.6;PF13361.6;	No	0	30388	32721	2334	1	bin00.contig0006	Prodigal_v2.6.3	"AAA domain";"UvrD-like helicase C-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00883	PF00515.28;PF00515.28;	No	0	32823	34427	1605	1	bin00.contig0006	Prodigal_v2.6.3	"Tetratricopeptide repeat";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00884	PF00391.23;PF02896.18;PF01326.19;	No	0	34440	36827	2388	-1	bin00.contig0006	Prodigal_v2.6.3	"PEP-utilising enzyme, mobile domain";"PEP-utilising enzyme, TIM barrel domain";"Pyruvate phosphate dikinase, PEP/pyruvate binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00885	PF13448.6;	No	1	37038	37817	780	1	bin00.contig0006	Prodigal_v2.6.3	"Domain of unknown function (DUF4114)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00888	PF02878.16;PF02879.16;PF02880.16;PF00408.20;	No	0	38675	40132	1458	-1	bin00.contig0006	Prodigal_v2.6.3	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I";"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II";"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III";"Phosphoglucomutase/phosphomannomutase, C-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00889	PF00353.19;	No	0	40460	43036	2577	1	bin00.contig0006	Prodigal_v2.6.3	"RTX calcium-binding nonapeptide repeat (4 copies)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00890	PF00072.24;	No	0	43158	43598	441	1	bin00.contig0006	Prodigal_v2.6.3	"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
