#Accession	ID	Description	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PF12755	Vac14_Fab1_bd	"Vacuolar 14 Fab1-binding region"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
PF09297	zf-NADH-PPase	"NADH pyrophosphatase zinc ribbon domain"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
PF00013	KH_1	"KH domain"	7	0.07	410.75	0.03	28.35	0.02	3.86	0.00	376.85	0.04	1.69	0.00
PF13411	MerR_1	"MerR HTH family regulatory protein"	12	0.12	539.28	0.03	28.84	0.02	14.18	0.01	489.89	0.05	6.37	0.00
PF00011	HSP20	"Hsp20/alpha crystallin family"	8	0.08	361.02	0.02	1.13	0.00	20.85	0.01	333.93	0.04	5.10	0.00
PF10340	Say1_Mug180	"Steryl acetyl hydrolase"	2	0.02	46.71	0.00	0.12	0.00	0.14	0.00	46.33	0.01	0.12	0.00
PF00926	DHBP_synthase	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	5	0.05	202.43	0.01	10.96	0.01	16.70	0.01	172.04	0.02	2.73	0.00
PF02151	UVR	"UvrB/uvrC motif"	9	0.09	583.39	0.04	16.81	0.01	7.48	0.00	556.34	0.06	2.76	0.00
PF06233	Usg	"Usg-like family"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
PF10410	DnaB_bind	"DnaB-helicase binding domain of primase"	2	0.02	38.16	0.00	0.13	0.00	0.12	0.00	36.42	0.00	1.50	0.00
PF03446	NAD_binding_2	"NAD binding domain of 6-phosphogluconate dehydrogenase"	27	0.26	1876.13	0.12	40.60	0.03	51.59	0.02	1757.02	0.19	26.92	0.01
PF13440	Polysacc_synt_3	"Polysaccharide biosynthesis protein"	2	0.02	92.58	0.01	0.03	0.00	3.66	0.00	88.00	0.01	0.88	0.00
PF13399	LytR_C	"LytR cell envelope-related transcriptional attenuator"	3	0.03	137.25	0.01	1.16	0.00	0.23	0.00	135.54	0.01	0.31	0.00
PF01702	TGT	"Queuine tRNA-ribosyltransferase"	4	0.04	157.58	0.01	3.58	0.00	0.44	0.00	151.86	0.02	1.71	0.00
PF03632	Glyco_hydro_65m	"Glycosyl hydrolase family 65 central catalytic domain"	4	0.04	175.58	0.01	5.10	0.00	3.65	0.00	166.21	0.02	0.61	0.00
PF07517	SecA_DEAD	"SecA DEAD-like domain"	4	0.04	311.60	0.02	2.73	0.00	0.65	0.00	306.29	0.03	1.93	0.00
PF03176	MMPL	"MMPL family"	15	0.14	818.91	0.05	10.36	0.01	2.00	0.00	804.44	0.09	2.11	0.00
PF02700	PurS	"Phosphoribosylformylglycinamidine (FGAM) synthase"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
PF14417	MEDS	"MEDS: MEthanogen/methylotroph, DcmR Sensory domain"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
PF04432	FrhB_FdhB_C	"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus"	3	0.03	288.23	0.02	0.01	0.00	0.69	0.00	285.45	0.03	2.07	0.00
PF13601	HTH_34	"Winged helix DNA-binding domain"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF04039	MnhB	"Domain related to MnhB subunit of Na+/H+ antiporter"	4	0.04	258.85	0.02	0.27	0.00	4.10	0.00	251.59	0.03	2.89	0.00
PF00188	CAP	"Cysteine-rich secretory protein family"	7	0.07	244.85	0.02	0.37	0.00	20.11	0.01	221.16	0.02	3.21	0.00
PF09931	DUF2163	"Uncharacterized conserved protein (DUF2163)"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
PF13711	DUF4160	"Domain of unknown function (DUF4160)"	2	0.02	185.91	0.01	0.01	0.00	0.07	0.00	185.78	0.02	0.05	0.00
PF01695	IstB_IS21	"IstB-like ATP binding protein"	13	0.13	4147.83	0.27	652.70	0.51	1152.00	0.54	594.65	0.06	1748.47	0.58
PF02592	Vut_1	"Putative vitamin uptake transporter"	3	0.03	252.57	0.02	5.19	0.00	2.29	0.00	241.31	0.03	3.79	0.00
PF09685	DUF4870	"Domain of unknown function (DUF4870)"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PF00483	NTP_transferase	"Nucleotidyl transferase"	16	0.15	1180.31	0.08	8.03	0.01	42.56	0.02	1120.75	0.12	8.97	0.00
PF01259	SAICAR_synt	"SAICAR synthetase"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
PF14238	DUF4340	"Domain of unknown function (DUF4340)"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
PF10369	ALS_ss_C	"Small subunit of acetolactate synthase"	3	0.03	110.68	0.01	0.32	0.00	1.48	0.00	107.61	0.01	1.27	0.00
PF04230	PS_pyruv_trans	"Polysaccharide pyruvyl transferase"	2	0.02	277.36	0.02	0.02	0.00	0.67	0.00	276.00	0.03	0.68	0.00
PF01312	Bac_export_2	"FlhB HrpN YscU SpaS Family"	2	0.02	65.10	0.00	0.05	0.00	3.18	0.00	61.18	0.01	0.70	0.00
PF00376	MerR	"MerR family regulatory protein"	10	0.10	474.60	0.03	23.99	0.02	10.74	0.00	435.58	0.05	4.29	0.00
PF00478	IMPDH	"IMP dehydrogenase / GMP reductase domain"	6	0.06	323.31	0.02	5.86	0.00	0.43	0.00	315.09	0.03	1.93	0.00
PF01619	Pro_dh	"Proline dehydrogenase"	4	0.04	360.73	0.02	0.01	0.00	0.63	0.00	359.68	0.04	0.41	0.00
PF00413	Peptidase_M10	"Matrixin"	1	0.01	13.31	0.00	0.02	0.00	0.24	0.00	11.71	0.00	1.34	0.00
PF13579	Glyco_trans_4_4	"Glycosyl transferase 4-like domain"	9	0.09	2192.77	0.14	337.76	0.26	589.42	0.27	374.21	0.04	891.39	0.29
PF11965	DUF3479	"Domain of unknown function (DUF3479)"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
PF00237	Ribosomal_L22	"Ribosomal protein L22p/L17e"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
PF00092	VWA	"von Willebrand factor type A domain"	4	0.04	172.43	0.01	8.40	0.01	0.44	0.00	161.52	0.02	2.08	0.00
PF07730	HisKA_3	"Histidine kinase"	8	0.08	267.69	0.02	12.50	0.01	1.84	0.00	247.42	0.03	5.93	0.00
PF00484	Pro_CA	"Carbonic anhydrase"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
PF06969	HemN_C	"HemN C-terminal domain"	3	0.03	151.65	0.01	0.38	0.00	7.76	0.00	141.46	0.02	2.05	0.00
PF02566	OsmC	"OsmC-like protein"	2	0.02	92.19	0.01	7.86	0.01	0.07	0.00	82.48	0.01	1.78	0.00
PF18153	S_2TMBeta	"SMODS-associating 2TM, beta-strand rich effector domain"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
PF14528	LAGLIDADG_3	"LAGLIDADG-like domain"	4	0.04	152.49	0.01	2.47	0.00	0.00	0.00	149.98	0.02	0.05	0.00
PF00656	Peptidase_C14	"Caspase domain"	1	0.01	17.50	0.00	0.00	0.00	0.00	0.00	17.50	0.00	0.00	0.00
PF03116	NQR2_RnfD_RnfE	"NQR2, RnfD, RnfE family"	2	0.02	99.39	0.01	4.93	0.00	0.00	0.00	94.38	0.01	0.07	0.00
PF00701	DHDPS	"Dihydrodipicolinate synthetase family"	8	0.08	588.49	0.04	28.15	0.02	41.48	0.02	458.39	0.05	60.47	0.02
PF02310	B12-binding	"B12 binding domain"	9	0.09	469.56	0.03	33.92	0.03	5.39	0.00	422.89	0.05	7.37	0.00
PF08242	Methyltransf_12	"Methyltransferase domain"	40	0.38	8148.52	0.52	904.57	0.71	1748.34	0.81	2880.56	0.31	2615.05	0.86
PF00416	Ribosomal_S13	"Ribosomal protein S13/S18"	3	0.03	2595.13	0.17	325.56	0.25	585.18	0.27	793.49	0.09	890.90	0.29
PF14243	R2K_3	"ATP-grasp domain, R2K clade family 3"	1	0.01	37.25	0.00	0.78	0.00	0.04	0.00	36.21	0.00	0.22	0.00
PF01551	Peptidase_M23	"Peptidase family M23"	19	0.18	3099.14	0.20	367.81	0.29	943.29	0.44	840.68	0.09	947.37	0.31
PF17850	CysA_C_terminal	"CysA C-terminal regulatory domain"	1	0.01	16.62	0.00	4.96	0.00	0.04	0.00	11.44	0.00	0.19	0.00
PF05977	MFS_3	"Transmembrane secretion effector"	3	0.03	66.33	0.00	10.36	0.01	1.35	0.00	51.65	0.01	2.97	0.00
PF09269	DUF1967	"Domain of unknown function (DUF1967)"	2	0.02	132.12	0.01	2.69	0.00	0.61	0.00	128.34	0.01	0.47	0.00
PF17849	OB_Dis3	"Dis3-like cold-shock domain 2 (CSD2)"	1	0.01	20.07	0.00	0.81	0.00	6.98	0.00	9.56	0.00	2.72	0.00
PF01047	MarR	"MarR family"	25	0.24	1852.61	0.12	8.75	0.01	38.71	0.02	1792.07	0.20	13.08	0.00
PF11103	DUF2887	"Protein of unknown function (DUF2887)"	2	0.02	144.80	0.01	0.01	0.00	0.06	0.00	144.69	0.02	0.05	0.00
PF06241	Castor_Poll_mid	"Castor and Pollux, part of voltage-gated ion channel"	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
PF03843	Slp	"Outer membrane lipoprotein Slp family"	2	0.02	119.66	0.01	0.00	0.00	0.25	0.00	119.36	0.01	0.06	0.00
PF07498	Rho_N	"Rho termination factor, N-terminal domain"	6	0.06	204.85	0.01	0.69	0.00	4.15	0.00	197.20	0.02	2.81	0.00
PF07920	DUF1684	"Protein of unknown function (DUF1684)"	2	0.02	116.93	0.01	0.03	0.00	0.23	0.00	116.60	0.01	0.08	0.00
PF01027	Bax1-I	"Inhibitor of apoptosis-promoting Bax1"	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
PF13685	Fe-ADH_2	"Iron-containing alcohol dehydrogenase"	5	0.05	581.86	0.04	0.05	0.00	4.44	0.00	575.77	0.06	1.61	0.00
PF04265	TPK_B1_binding	"Thiamin pyrophosphokinase, vitamin B1 binding domain"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF01957	NfeD	"NfeD-like C-terminal, partner-binding"	4	0.04	133.81	0.01	10.34	0.01	1.50	0.00	119.07	0.01	2.90	0.00
PF03886	ABC_trans_aux	"ABC-type transport auxiliary lipoprotein component"	2	0.02	212.22	0.01	0.01	0.00	0.44	0.00	211.36	0.02	0.41	0.00
PF03358	FMN_red	"NADPH-dependent FMN reductase"	13	0.13	2590.69	0.17	285.91	0.22	588.43	0.27	816.95	0.09	899.39	0.30
PF12775	AAA_7	"P-loop containing dynein motor region"	3	0.03	1872.22	0.12	327.91	0.26	585.17	0.27	69.76	0.01	889.37	0.29
PF03773	ArsP_1	"Predicted permease"	3	0.03	1850.46	0.12	298.76	0.23	568.49	0.26	128.75	0.01	854.46	0.28
PF05957	DUF883	"Bacterial protein of unknown function (DUF883)"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
PF01212	Beta_elim_lyase	"Beta-eliminating lyase"	11	0.11	669.37	0.04	23.35	0.02	7.65	0.00	633.23	0.07	5.14	0.00
PF00358	PTS_EIIA_1	"phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF00111	Fer2	"2Fe-2S iron-sulfur cluster binding domain"	16	0.15	2933.75	0.19	337.31	0.26	600.11	0.28	1098.72	0.12	897.61	0.30
PF02075	RuvC	"Crossover junction endodeoxyribonuclease RuvC"	3	0.03	89.47	0.01	1.21	0.00	0.30	0.00	86.34	0.01	1.63	0.00
PF00120	Gln-synt_C	"Glutamine synthetase, catalytic domain"	7	0.07	348.89	0.02	13.75	0.01	7.84	0.00	324.73	0.04	2.57	0.00
PF13593	SBF_like	"SBF-like CPA transporter family (DUF4137)"	3	0.03	54.89	0.00	0.03	0.00	3.93	0.00	50.05	0.01	0.88	0.00
PF01479	S4	"S4 domain"	23	0.22	1608.72	0.10	54.23	0.04	8.80	0.00	1540.70	0.17	4.98	0.00
PF05082	Rop-like	"Rop-like"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF02089	Palm_thioest	"Palmitoyl protein thioesterase"	2	0.02	289.86	0.02	0.01	0.00	0.49	0.00	288.92	0.03	0.44	0.00
PF01016	Ribosomal_L27	"Ribosomal L27 protein"	4	0.04	346.89	0.02	10.17	0.01	1.16	0.00	334.48	0.04	1.08	0.00
PF09515	Thia_YuaJ	"Thiamine transporter protein (Thia_YuaJ)"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF01052	FliMN_C	"Type III flagellar switch regulator (C-ring) FliN C-term"	3	0.03	260.17	0.02	0.03	0.00	4.05	0.00	254.93	0.03	1.16	0.00
PF00044	Gp_dh_N	"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"	13	0.13	2724.31	0.17	312.25	0.24	592.95	0.28	960.07	0.10	859.04	0.28
PF12069	DUF3549	"Protein of unknown function (DUF3549)"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
PF17866	AAA_lid_6	"AAA lid domain"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
PF07733	DNA_pol3_alpha	"Bacterial DNA polymerase III alpha NTPase domain"	8	0.08	457.37	0.03	30.13	0.02	1.37	0.00	422.53	0.05	3.34	0.00
PF03949	Malic_M	"Malic enzyme, NAD binding domain"	2	0.02	136.81	0.01	7.79	0.01	3.60	0.00	124.29	0.01	1.13	0.00
PF00281	Ribosomal_L5	"Ribosomal protein L5"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
PF04378	RsmJ	"Ribosomal RNA large subunit methyltransferase D, RlmJ"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF03872	RseA_N	"Anti sigma-E protein RseA, N-terminal domain"	1	0.01	55.78	0.00	0.03	0.00	0.08	0.00	55.60	0.01	0.06	0.00
PF03291	Pox_MCEL	"mRNA capping enzyme"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
PF03840	SecG	"Preprotein translocase SecG subunit"	4	0.04	349.13	0.02	5.77	0.00	4.26	0.00	337.12	0.04	1.98	0.00
PF02873	MurB_C	"UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
PF00082	Peptidase_S8	"Subtilase family"	19	0.18	1103.98	0.07	9.06	0.01	35.07	0.02	1053.69	0.11	6.16	0.00
PF03720	UDPG_MGDP_dh_C	"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain"	3	0.03	230.89	0.01	0.01	0.00	0.68	0.00	226.72	0.02	3.47	0.00
PF10111	Glyco_tranf_2_2	"Glycosyltransferase like family 2"	6	0.06	659.26	0.04	0.03	0.00	1.17	0.00	656.98	0.07	1.08	0.00
PF03552	Cellulose_synt	"Cellulose synthase"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
PF14598	PAS_11	"PAS domain"	2	0.02	88.08	0.01	0.13	0.00	0.26	0.00	87.60	0.01	0.10	0.00
PF11906	DUF3426	"Protein of unknown function (DUF3426)"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
PF03808	Glyco_tran_WecB	"Glycosyl transferase WecB/TagA/CpsF family"	3	0.03	1863.85	0.12	285.44	0.22	590.60	0.27	88.76	0.01	899.05	0.30
PF02771	Acyl-CoA_dh_N	"Acyl-CoA dehydrogenase, N-terminal domain"	32	0.31	1387.01	0.09	17.44	0.01	44.79	0.02	1307.83	0.14	16.95	0.01
PF00685	Sulfotransfer_1	"Sulfotransferase domain"	7	0.07	780.77	0.05	0.36	0.00	1.75	0.00	777.39	0.08	1.27	0.00
PF09844	DUF2071	"Uncharacterized conserved protein (COG2071)"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
PF09660	DUF2397	"Protein of unknown function (DUF2397)"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
PF06778	Chlor_dismutase	"Chlorite dismutase"	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
PF03929	PepSY_TM	"PepSY-associated TM region"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
PF02537	CRCB	"CrcB-like protein, Camphor Resistance (CrcB)"	2	0.02	382.60	0.02	0.01	0.00	0.81	0.00	381.11	0.04	0.68	0.00
PF14333	DUF4389	"Domain of unknown function (DUF4389)"	2	0.02	258.03	0.02	0.01	0.00	0.55	0.00	257.09	0.03	0.38	0.00
PF03142	Chitin_synth_2	"Chitin synthase"	2	0.02	59.24	0.00	2.26	0.00	0.00	0.00	56.94	0.01	0.04	0.00
PF07690	MFS_1	"Major Facilitator Superfamily"	36	0.35	3702.64	0.24	325.96	0.25	586.18	0.27	1922.66	0.21	867.84	0.29
PF01609	DDE_Tnp_1	"domain"	4	0.04	99.90	0.01	1.21	0.00	4.25	0.00	91.76	0.01	2.67	0.00
PF01832	Glucosaminidase	"Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase"	2	0.02	47.11	0.00	0.10	0.00	0.07	0.00	46.86	0.01	0.08	0.00
PF02690	Na_Pi_cotrans	"Na+/Pi-cotransporter"	2	0.02	54.28	0.00	0.91	0.00	0.06	0.00	53.14	0.01	0.18	0.00
PF11700	ATG22	"Vacuole effluxer Atg22 like"	5	0.05	291.82	0.02	5.45	0.00	6.17	0.00	275.41	0.03	4.79	0.00
PF17195	DUF5132	"Protein of unknown function (DUF5132)"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
PF04402	SIMPL	"Protein of unknown function (DUF541)"	2	0.02	95.31	0.01	0.00	0.00	0.01	0.00	95.28	0.01	0.02	0.00
PF02878	PGM_PMM_I	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"	8	0.08	508.19	0.03	3.96	0.00	4.78	0.00	495.87	0.05	3.58	0.00
PF00816	Histone_HNS	"H-NS histone family"	4	0.04	254.37	0.02	0.03	0.00	3.94	0.00	249.21	0.03	1.18	0.00
PF09827	CRISPR_Cas2	"CRISPR associated protein Cas2"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
PF11533	DUF3225	"Protein of unknown function (DUF3225)"	1	0.01	49.61	0.00	0.56	0.00	18.40	0.01	27.66	0.00	2.99	0.00
PF00834	Ribul_P_3_epim	"Ribulose-phosphate 3 epimerase family"	3	0.03	253.26	0.02	2.38	0.00	0.40	0.00	250.10	0.03	0.38	0.00
PF03459	TOBE	"TOBE domain"	4	0.04	115.15	0.01	0.21	0.00	0.00	0.00	114.89	0.01	0.05	0.00
PF00925	GTP_cyclohydro2	"GTP cyclohydrolase II"	6	0.06	423.57	0.03	10.96	0.01	17.17	0.01	392.32	0.04	3.11	0.00
PF14322	SusD-like_3	"Starch-binding associating with outer membrane"	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
PF07589	PEP-CTERM	"PEP-CTERM motif"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
PF04247	SirB	"Invasion gene expression up-regulator, SirB"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
PF06144	DNA_pol3_delta	"DNA polymerase III, delta subunit"	3	0.03	179.04	0.01	2.37	0.00	0.17	0.00	176.41	0.02	0.10	0.00
PF04461	DUF520	"Protein of unknown function (DUF520)"	2	0.02	140.37	0.01	0.00	0.00	0.16	0.00	140.15	0.02	0.06	0.00
PF01939	NucS	"Endonuclease NucS"	2	0.02	75.66	0.00	4.95	0.00	3.50	0.00	66.70	0.01	0.52	0.00
PF04296	DUF448	"Protein of unknown function (DUF448)"	3	0.03	148.76	0.01	10.25	0.01	3.70	0.00	133.75	0.01	1.07	0.00
PF13231	PMT_2	"Dolichyl-phosphate-mannose-protein mannosyltransferase"	5	0.05	287.63	0.02	2.37	0.00	0.27	0.00	284.34	0.03	0.66	0.00
PF06339	Ectoine_synth	"Ectoine synthase"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
PF02889	Sec63	"Sec63 Brl domain"	1	0.01	9.65	0.00	0.00	0.00	0.00	0.00	9.65	0.00	0.00	0.00
PF03572	Peptidase_S41	"Peptidase family S41"	9	0.09	543.58	0.03	14.67	0.01	1.83	0.00	521.53	0.06	5.55	0.00
PF13223	DUF4031	"Protein of unknown function (DUF4031)"	1	0.01	13.92	0.00	0.00	0.00	0.00	0.00	13.92	0.00	0.00	0.00
PF11006	DUF2845	"Protein of unknown function (DUF2845)"	2	0.02	80.34	0.01	0.33	0.00	0.37	0.00	78.51	0.01	1.13	0.00
PF05896	NQRA	"Na(+)-translocating NADH-quinone reductase subunit A (NQRA)"	2	0.02	99.39	0.01	4.93	0.00	0.00	0.00	94.38	0.01	0.07	0.00
PF03548	LolA	"Outer membrane lipoprotein carrier protein LolA"	2	0.02	234.27	0.01	0.01	0.00	0.49	0.00	231.98	0.03	1.79	0.00
PF18693	TRAM_2	"TRAM domain"	3	0.03	98.36	0.01	7.20	0.01	1.05	0.00	86.63	0.01	3.48	0.00
PF04339	FemAB_like	"Peptidogalycan biosysnthesis/recognition"	2	0.02	209.35	0.01	0.27	0.00	0.45	0.00	208.15	0.02	0.48	0.00
PF13426	PAS_9	"PAS domain"	34	0.33	7388.29	0.47	929.26	0.72	1770.91	0.82	2032.34	0.22	2655.77	0.87
PF02588	YitT_membrane	"Uncharacterised 5xTM membrane BCR, YitT family COG1284"	5	0.05	516.79	0.03	36.59	0.03	46.40	0.02	363.76	0.04	70.03	0.02
PF01076	Mob_Pre	"Plasmid recombination enzyme"	2	0.02	185.91	0.01	0.01	0.00	0.07	0.00	185.78	0.02	0.05	0.00
PF06831	H2TH	"Formamidopyrimidine-DNA glycosylase H2TH domain"	5	0.05	247.37	0.02	10.25	0.01	0.39	0.00	234.92	0.03	1.82	0.00
PF01135	PCMT	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)"	15	0.14	2485.63	0.16	312.71	0.24	572.97	0.27	740.91	0.08	859.03	0.28
PF08491	SE	"Squalene epoxidase"	2	0.02	151.43	0.01	7.86	0.01	0.08	0.00	143.21	0.02	0.28	0.00
PF04430	DUF498	"Protein of unknown function (DUF498/DUF598)"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
PF00463	ICL	"Isocitrate lyase family"	3	0.03	148.68	0.01	0.00	0.00	0.52	0.00	148.01	0.02	0.14	0.00
PF17164	DUF5122	"Domain of unknown function (DUF5122) beta-propeller"	2	0.02	125.99	0.01	0.06	0.00	0.46	0.00	124.46	0.01	1.00	0.00
PF01782	RimM	"RimM N-terminal domain"	3	0.03	102.06	0.01	0.04	0.00	4.00	0.00	95.88	0.01	2.14	0.00
PF17785	PUA_3	"PUA-like domain"	2	0.02	130.36	0.01	0.33	0.00	0.61	0.00	129.00	0.01	0.43	0.00
PF00561	Abhydrolase_1	"alpha/beta hydrolase fold"	50	0.48	4781.60	0.31	351.75	0.27	605.29	0.28	2917.41	0.32	907.14	0.30
PF12911	OppC_N	"N-terminal TM domain of oligopeptide transport permease C"	6	0.06	521.05	0.03	0.10	0.00	7.93	0.00	510.52	0.06	2.50	0.00
PF02405	MlaE	"Permease MlaE"	3	0.03	276.79	0.02	0.01	0.00	0.48	0.00	274.48	0.03	1.82	0.00
PF13556	HTH_30	"PucR C-terminal helix-turn-helix domain"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
PF02955	GSH-S_ATP	"Prokaryotic glutathione synthetase, ATP-grasp domain"	6	0.06	98.79	0.01	0.66	0.00	0.46	0.00	95.78	0.01	1.89	0.00
PF15902	Sortilin-Vps10	"Sortilin, neurotensin receptor 3,"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
PF07002	Copine	"Copine"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
PF00829	Ribosomal_L21p	"Ribosomal prokaryotic L21 protein"	4	0.04	346.89	0.02	10.17	0.01	1.16	0.00	334.48	0.04	1.08	0.00
PF12362	DUF3646	"DNA polymerase III gamma and tau subunits C terminal"	1	0.01	25.00	0.00	0.05	0.00	3.18	0.00	21.08	0.00	0.69	0.00
PF03952	Enolase_N	"Enolase, N-terminal domain"	2	0.02	227.80	0.01	0.05	0.00	3.61	0.00	223.12	0.02	1.02	0.00
PF02548	Pantoate_transf	"Ketopantoate hydroxymethyltransferase"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
PF02601	Exonuc_VII_L	"Exonuclease VII, large subunit"	2	0.02	146.84	0.01	8.13	0.01	0.18	0.00	138.26	0.02	0.28	0.00
PF17137	DUF5110	"Domain of unknown function (DUF5110)"	2	0.02	120.66	0.01	2.37	0.00	0.04	0.00	118.16	0.01	0.08	0.00
PF13459	Fer4_15	"4Fe-4S single cluster domain"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF06508	QueC	"Queuosine biosynthesis protein QueC"	3	0.03	167.93	0.01	10.13	0.01	0.08	0.00	157.37	0.02	0.34	0.00
PF07845	DUF1636	"Protein of unknown function (DUF1636)"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF17827	PrmC_N	"PrmC N-terminal domain"	3	0.03	111.52	0.01	0.00	0.00	0.14	0.00	109.94	0.01	1.44	0.00
PF13175	AAA_15	"AAA ATPase domain"	10	0.10	639.60	0.04	2.42	0.00	3.67	0.00	632.56	0.07	0.95	0.00
PF10385	RNA_pol_Rpb2_45	"RNA polymerase beta subunit external 1 domain"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
PF09343	DUF2460	"Conserved hypothetical protein 2217 (DUF2460)"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
PF07136	DUF1385	"Protein of unknown function (DUF1385)"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF13360	PQQ_2	"PQQ-like domain"	7	0.07	822.14	0.05	10.40	0.01	3.68	0.00	803.37	0.09	4.71	0.00
PF02801	Ketoacyl-synt_C	"Beta-ketoacyl synthase, C-terminal domain"	15	0.14	2997.89	0.19	302.34	0.24	587.74	0.27	1249.22	0.14	858.58	0.28
PF01594	AI-2E_transport	"AI-2E family transporter"	16	0.15	1130.39	0.07	26.67	0.02	4.49	0.00	1090.16	0.12	9.06	0.00
