metaerg.pl|00012	2.5.1.6
metaerg.pl|14017	3.6.3.14
metaerg.pl|14018	7.1.2.2
metaerg.pl|14028	3.5.3.17
metaerg.pl|14029	1.1.1.107
metaerg.pl|14033	3.5.4.26
metaerg.pl|14033	1.1.1.193
metaerg.pl|14033	3.5.4.26 1.1.1.193
metaerg.pl|14046	1.6.99.3
metaerg.pl|14049	2.7.1.2
metaerg.pl|14053	2.2.1.6
metaerg.pl|14091	2.1.1.-
metaerg.pl|14096	3.4.23.-
metaerg.pl|14096	2.7.7.49
metaerg.pl|14145	3.2.2.-
metaerg.pl|14146	2.7.7.7
metaerg.pl|14146	3.1.11.1
metaerg.pl|14147	4.3.2.1
metaerg.pl|14171	3.5.1.81
metaerg.pl|14181	2.7.7.56
metaerg.pl|14182	3.1.11.2
metaerg.pl|14183	2.4.2.10
metaerg.pl|14194	6.3.5.5
metaerg.pl|14195	6.3.5.5
metaerg.pl|14199	1.8.5.-
metaerg.pl|14209	2.7.1.71
metaerg.pl|14213	4.3.2.10
metaerg.pl|14213	2.4.2.-
metaerg.pl|14221	2.7.1.33
metaerg.pl|14222	6.3.4.15
metaerg.pl|14240	1.3.1.43
metaerg.pl|14242	2.6.1.9
metaerg.pl|14273	2.3.3.9
metaerg.pl|14281	2.7.7.7
metaerg.pl|14281	3.1.11.1
metaerg.pl|14282	3.2.2.-
metaerg.pl|14310	3.5.1.81
metaerg.pl|14327	2.1.1.-
metaerg.pl|14343	3.2.2.-
metaerg.pl|14356	6.3.4.15
metaerg.pl|14374	1.3.1.12
metaerg.pl|14378	2.7.7.49
metaerg.pl|14445	1.17.1.8
metaerg.pl|14449	2.7.7.7
metaerg.pl|14455	3.2.2.-
metaerg.pl|14465	2.2.1.6
metaerg.pl|14469	2.6.1.13
metaerg.pl|14533	1.3.1.12
metaerg.pl|14588	6.1.1.6
metaerg.pl|14597	1.1.1.205
metaerg.pl|14623	4.2.1.17
metaerg.pl|14642	1.3.1.43
metaerg.pl|14688	1.1.1.23
metaerg.pl|14701	3.2.2.-
metaerg.pl|14765	2.7.-.-
metaerg.pl|14872	4.2.1.17
metaerg.pl|14872	1.1.1.211
