#accession	id	type	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	desc
PF01663.22	Phosphodiest	Family	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0.02	0.01	0.02	0.02	Type I phosphodiesterase / nucleotide pyrophosphatase
PF01668.18	SmpB	Family	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.00	0.00	0	0.00	SmpB protein
PF01678.19	DAP_epimerase	Domain	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0.02	0.03	0.03	0.01	Diaminopimelate epimerase
PF01694.22	Rhomboid	Family	2	0.05	12950.17	0.05	3063.22	0.05	3894.68	0.05	2177.12	0.05	3815.16	0.05	0	0	0	0	Rhomboid family
PF01699.24	Na_Ca_ex	Family	2	0.05	13149.09	0.05	3105.05	0.05	3920.63	0.05	2247.18	0.05	3876.23	0.05	0.02	0.02	0.01	0.01	Sodium/calcium exchanger protein
PF01702.18	TGT	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0.00	0.00	0.00	Queuine tRNA-ribosyltransferase
PF01709.20	Transcrip_reg	Family	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	Transcriptional regulator
PF01712.19	dNK	Domain	1	0.02	6742.25	0.02	1604.07	0.02	1921.11	0.02	1283.15	0.03	1933.93	0.02	0	0	0	0	Deoxynucleoside kinase
PF01713.21	Smr	Family	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	Smr domain
PF01715.17	IPPT	Domain	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.34	0.31	0.22	0.34	IPP transferase
PF01716.18	MSP	Family	1	0.02	5759.87	0.02	1339.68	0.02	1769.38	0.02	910.61	0.02	1740.19	0.02	0	0	0	0	Manganese-stabilising protein / photosystem II polypeptide
PF01722.18	BolA	Family	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	BolA-like protein
PF01724.16	DUF29	Family	4	0.09	26103.16	0.09	6158.01	0.09	7920.33	0.09	4362.65	0.09	7662.15	0.09	0.00	0.00	0.00	0.00	Domain of unknown function DUF29
PF01725.16	Ham1p_like	Domain	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0	0	0	0	Ham1 family
PF01728.19	FtsJ	Family	2	0.05	13033.19	0.05	3067.99	0.05	3967.71	0.05	2170.93	0.05	3826.55	0.05	0.07	0.08	0.10	0.07	FtsJ-like methyltransferase
PF01729.19	QRPTase_C	Domain	1	0.02	6427.03	0.02	1524.42	0.02	1877.97	0.02	1079.95	0.02	1944.69	0.02	0	0	0	0	Quinolinate phosphoribosyl transferase, C-terminal domain
PF01730.16	UreF	Family	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	UreF
PF01734.22	Patatin	Family	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	Patatin-like phospholipase
PF01737.17	Ycf9	Family	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	YCF9
PF01738.18	DLH	Domain	2	0.05	17977.75	0.06	4219.97	0.06	5393.15	0.06	3145.86	0.07	5218.73	0.06	0	0	0	0	Dienelactone hydrolase family
PF01739.18	CheR	Domain	2	0.05	13206.30	0.05	3144.85	0.05	3930.80	0.05	2256.22	0.05	3874.43	0.05	0.01	0.00	0	0.00	CheR methyltransferase, SAM binding domain
PF01740.21	STAS	Domain	8	0.18	52414.04	0.19	12361.81	0.19	16087.16	0.19	8489.70	0.18	15475.35	0.19	0.01	0.02	0.03	0.02	STAS domain
PF01743.20	PolyA_pol	Domain	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.00	0.00	0	0	Poly A polymerase head domain
PF01746.21	tRNA_m1G_MT	Family	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	tRNA (Guanine-1)-methyltransferase
PF01747.17	ATP-sulfurylase	Domain	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0	0	0	0	ATP-sulfurylase
PF01751.22	Toprim	Family	3	0.07	19849.92	0.07	4679.07	0.07	6085.00	0.07	3286.14	0.07	5799.71	0.07	0.00	0.00	0	0	Toprim domain
PF01757.22	Acyl_transf_3	Family	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	Acyltransferase family
PF01758.16	SBF	Family	2	0.05	14047.54	0.05	3354.07	0.05	4446.52	0.05	2062.70	0.04	4184.25	0.05	0	0	0	0	Sodium Bile acid symporter family
PF01761.20	DHQ_synthase	Domain	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	3-dehydroquinate synthase
PF01765.19	RRF	Domain	1	0.02	6667.22	0.02	1562.82	0.02	2006.21	0.02	1137.22	0.02	1960.97	0.02	0	0	0	0	Ribosome recycling factor
PF01769.16	MgtE_N	Domain	3	0.07	19563.05	0.07	4627.10	0.07	5895.84	0.07	3350.87	0.07	5689.24	0.07	0	0	0	0	MgtE intracellular N domain
PF01773.20	Nucleos_tra2_N	Family	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0.01	0.01	0.01	0.01	Na+ dependent nucleoside transporter N-terminus
PF01774.17	UreD	Family	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	UreD urease accessory protein
PF01782.18	RimM	Domain	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0.06	0.08	0.07	0.05	RimM N-terminal domain
PF01789.16	PsbP	Domain	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	PsbP
PF01790.18	LGT	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.04	0.04	0.05	0.04	Prolipoprotein diacylglyceryl transferase
PF01791.9	DeoC	Domain	2	0.05	12989.37	0.05	3068.97	0.05	3967.27	0.05	2124.12	0.05	3829.00	0.05	0.00	0.00	0	0.00	DeoC/LacD family aldolase
PF01794.19	Ferric_reduct	Family	2	0.05	13557.87	0.05	3221.55	0.05	4114.48	0.05	2251.30	0.05	3970.52	0.05	0	0	0	0	Ferric reductase like transmembrane component
PF01797.16	Y1_Tnp	Family	6	0.14	55343.84	0.20	13160.93	0.20	15857.57	0.19	10762.73	0.23	15562.56	0.19	0.02	0.02	0.01	0.02	Transposase IS200 like
PF01807.20	zf-CHC2	Domain	1	0.02	6642.20	0.02	1562.36	0.02	2082.86	0.02	1046.06	0.02	1950.93	0.02	0	0	0	0	CHC2 zinc finger
PF01808.18	AICARFT_IMPCHas	Family	1	0.02	6628.43	0.02	1548.70	0.02	2114.07	0.02	994.25	0.02	1971.41	0.02	0	0	0	0	AICARFT/IMPCHase bienzyme
PF01809.18	YidD	Family	2	0.05	12623.68	0.05	2999.61	0.05	3701.44	0.04	2263.37	0.05	3659.26	0.04	0	0	0	0	Putative membrane protein insertion efficiency factor
PF01812.20	5-FTHF_cyc-lig	Family	1	0.02	6691.63	0.02	1596.18	0.02	2076.68	0.02	1046.64	0.02	1972.13	0.02	0.00	0.00	0	0.00	5-formyltetrahydrofolate cyclo-ligase family
PF01814.23	Hemerythrin	Domain	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	Hemerythrin HHE cation binding domain
PF01820.21	Dala_Dala_lig_N	Family	1	0.02	6439.52	0.02	1522.42	0.02	1897.64	0.02	1108.08	0.02	1911.37	0.02	0	0	0	0	D-ala D-ala ligase N-terminus
PF01832.20	Glucosaminidase	Domain	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
PF01837.16	HcyBio	Domain	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	Homocysteine biosynthesis enzyme, sulfur-incorporation
PF01841.19	Transglut_core	Family	4	0.09	25915.19	0.09	6109.21	0.09	7956.46	0.09	4184.55	0.09	7664.98	0.09	0.08	0.12	0.06	0.10	Transglutaminase-like superfamily
PF01842.25	ACT	Domain	7	0.16	45448.31	0.16	10702.23	0.16	13889.73	0.16	7470.11	0.16	13386.22	0.16	0.01	0.01	0.01	0.01	ACT domain
PF01844.23	HNH	Family	6	0.14	53642.68	0.19	12903.03	0.20	14501.13	0.17	11599.72	0.25	14638.83	0.18	0.06	0.05	0.07	0.05	HNH endonuclease
PF01850.21	PIN	Domain	26	0.60	171309.19	0.61	40487.30	0.61	52213.17	0.61	28251.20	0.61	50357.54	0.61	0.26	0.34	0.26	0.18	PIN domain
PF01855.19	TPP_enzyme_C	Domain	1	0.02	6280.76	0.02	1511.66	0.02	1820.41	0.02	1117.33	0.02	1831.36	0.02	0.01	0.01	0.02	0.01	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF01863.17	DUF45	Family	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0.00	0.00	0.01	0.01	Protein of unknown function DUF45
PF01867.16	Cas_Cas1	Family	4	0.09	24859.02	0.09	5879.77	0.09	7556.80	0.09	4139.64	0.09	7282.79	0.09	0	0	0	0	CRISPR associated protein Cas1
PF01869.20	BcrAD_BadFG	Family	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0	0	0	0	BadF/BadG/BcrA/BcrD ATPase family
PF01872.17	RibD_C	Family	2	0.05	12957.60	0.05	3053.63	0.05	3916.46	0.05	2174.34	0.05	3813.17	0.05	0.02	0.02	0.01	0.01	RibD C-terminal domain
PF01882.18	DUF58	Family	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0.00	0.01	0.01	Protein of unknown function DUF58
PF01883.19	FeS_assembly_P	Domain	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	Iron-sulfur cluster assembly protein
PF01887.16	SAM_adeno_trans	Family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.00	0.00	0.00	0.00	S-adenosyl-l-methionine hydroxide adenosyltransferase
PF01888.17	CbiD	Family	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0.00	0.00	0.00	0.00	CbiD
PF01891.16	CbiM	Family	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0.02	0.04	0.04	0.03	Cobalt uptake substrate-specific transmembrane region
PF01894.17	UPF0047	Family	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	Uncharacterised protein family UPF0047
PF01895.19	PhoU	Domain	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0.02	0.02	0.02	PhoU domain
PF01899.16	MNHE	Family	1	0.02	6251.14	0.02	1458.98	0.02	1957.54	0.02	923.00	0.02	1911.62	0.02	0.00	0.01	0.00	0.01	Na+/H+ ion antiporter subunit
PF01903.17	CbiX	Domain	2	0.05	6488.81	0.02	1534.27	0.02	1888.72	0.02	1211.06	0.03	1854.76	0.02	0.04	0.04	0.03	0.04	CbiX
PF01906.17	YbjQ_1	Family	2	0.05	12834.20	0.05	3030.58	0.05	3868.20	0.05	2172.36	0.05	3763.06	0.05	0.04	0.03	0.02	0.04	Putative heavy-metal-binding
PF01909.23	NTP_transf_2	Family	12	0.28	77566.95	0.28	18272.21	0.28	23932.70	0.28	12451.36	0.27	22910.63	0.28	0.23	0.23	0.25	0.34	Nucleotidyltransferase domain
PF01924.16	HypD	Family	4	0.09	28957.08	0.10	7005.07	0.11	9205.67	0.11	4091.24	0.09	8655.11	0.11	0	0	0	0	Hydrogenase formation hypA family
PF01925.19	TauE	Family	3	0.07	19204.92	0.07	4523.75	0.07	5807.13	0.07	3262.40	0.07	5611.64	0.07	0.03	0.04	0.01	0.04	Sulfite exporter TauE/SafE
PF01926.23	MMR_HSR1	Family	6	0.14	40898.20	0.15	9789.41	0.15	12541.57	0.15	6660.73	0.14	11906.49	0.14	0.11	0.07	0.05	0.08	50S ribosome-binding GTPase
PF01928.21	CYTH	Domain	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	CYTH domain
PF01933.18	UPF0052	Family	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0	0	0	Uncharacterised protein family UPF0052
PF01934.17	DUF86	Family	3	0.07	19359.52	0.07	4571.07	0.07	6049.95	0.07	2986.12	0.06	5752.37	0.07	0	0.03	0	0.02	Protein of unknown function DUF86
PF01935.17	DUF87	Domain	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0.16	0.18	0.18	0.14	Helicase HerA, central domain
PF01936.18	NYN	Domain	2	0.05	12847.93	0.05	3020.08	0.05	3940.29	0.05	2094.03	0.05	3793.52	0.05	0.02	0.02	0.02	0.02	NYN domain
PF01938.20	TRAM	Domain	5	0.11	24345.07	0.09	5735.12	0.09	7393.54	0.09	4029.75	0.09	7186.64	0.09	0.14	0.14	0.11	0.13	TRAM domain
PF01940.16	DUF92	Family	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.08	0.06	0.08	0.08	Integral membrane protein DUF92
PF01947.16	DUF98	Domain	1	0.02	6461.88	0.02	1533.66	0.02	1979.89	0.02	1031.40	0.02	1916.93	0.02	0	0	0	0	p-hydroxybenzoic acid synthase
PF01957.18	NfeD	Family	2	0.05	13360.51	0.05	3163.89	0.05	3984.52	0.05	2309.57	0.05	3902.52	0.05	0.00	0.00	0.00	0.00	NfeD-like C-terminal, partner-binding
PF01960.18	ArgJ	Family	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0.01	0.01	0.02	0.02	ArgJ family
PF01964.18	ThiC_Rad_SAM	Domain	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0.01	0.01	Radical SAM ThiC family
PF01965.24	DJ-1_PfpI	Domain	1	0.02	6699.09	0.02	1588.53	0.02	1983.47	0.02	1181.26	0.03	1945.83	0.02	0	0	0	0	DJ-1/PfpI family
PF01966.22	HD	Family	4	0.09	26018.31	0.09	6144.30	0.09	8086.86	0.09	4113.51	0.09	7673.66	0.09	0	0	0	0	HD domain
PF01967.21	MoaC	Family	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	MoaC family
PF01968.18	Hydantoinase_A	Family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.01	0.02	0.01	0.01	Hydantoinase/oxoprolinase
PF01969.17	DUF111	Family	1	0.02	6209.59	0.02	1460.09	0.02	1926.12	0.02	949.72	0.02	1873.66	0.02	0	0	0	0	Protein of unknown function DUF111
PF01975.17	SurE	Family	2	0.05	12858.76	0.05	3008.64	0.05	3953.37	0.05	2095.47	0.05	3801.27	0.05	0	0	0	0	Survival protein SurE
PF01977.16	UbiD	Family	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0.02	0.01	0.01	0.01	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PF01979.20	Amidohydro_1	Domain	3	0.07	19473.30	0.07	4589.07	0.07	5928.07	0.07	3218.33	0.07	5737.83	0.07	0.02	0.02	0.01	0.02	Amidohydrolase family
PF02005.16	TRM	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	N2,N2-dimethylguanosine tRNA methyltransferase
PF02016.15	Peptidase_S66	Domain	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	LD-carboxypeptidase N-terminal domain
PF02021.17	UPF0102	Family	1	0.02	6427.03	0.02	1524.42	0.02	1877.97	0.02	1079.95	0.02	1944.69	0.02	0	0	0	0	Uncharacterised protein family UPF0102
PF02033.18	RBFA	Family	1	0.02	6240.60	0.02	1480.59	0.02	1871.69	0.02	1038.02	0.02	1850.30	0.02	0	0	0	0	Ribosome-binding factor A
PF02074.15	Peptidase_M32	Family	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	Carboxypeptidase Taq (M32) metallopeptidase
PF02075.17	RuvC	Domain	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	Crossover junction endodeoxyribonuclease RuvC
PF02080.21	TrkA_C	Domain	3	0.07	19238.55	0.07	4507.72	0.07	5912.15	0.07	3135.68	0.07	5682.99	0.07	0	0	0	0	TrkA-C domain
PF02082.20	Rrf2	Family	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0	0	0	0	Transcriptional regulator
PF02086.15	MethyltransfD12	Family	3	0.07	20201.57	0.07	4801.42	0.07	6021.48	0.07	3502.64	0.08	5876.02	0.07	0	0	0	0	D12 class N6 adenine-specific DNA methyltransferase
PF02091.15	tRNA-synt_2e	Domain	1	0.02	7613.88	0.03	1798.05	0.03	2343.22	0.03	1242.78	0.03	2229.84	0.03	0	0	0	0	Glycyl-tRNA synthetase alpha subunit
PF02092.17	tRNA_synt_2f	Family	1	0.02	6284.50	0.02	1490.15	0.02	1888.18	0.02	1063.09	0.02	1843.09	0.02	0	0	0	0	Glycyl-tRNA synthetase beta subunit
PF02096.20	60KD_IMP	Family	2	0.05	6517.44	0.02	1533.12	0.02	2000.63	0.02	1039.57	0.02	1944.11	0.02	0	0	0	0	60Kd inner membrane protein
PF02113.15	Peptidase_S13	Family	3	0.07	19486.92	0.07	4589.74	0.07	6006.85	0.07	3147.84	0.07	5742.49	0.07	0.02	0.02	0.01	0.01	D-Ala-D-Ala carboxypeptidase 3 (S13) family
PF02130.17	UPF0054	Family	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0	0	0	0	Uncharacterized protein family UPF0054
PF02136.20	NTF2	Domain	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0.00	0.00	0.00	0.00	Nuclear transport factor 2 (NTF2) domain
PF02142.22	MGS	Domain	3	0.07	19122.53	0.07	4471.05	0.07	5946.42	0.07	2997.61	0.06	5707.45	0.07	0.01	0.03	0.00	0.01	MGS-like domain
PF02151.19	UVR	Family	2	0.05	12955.51	0.05	3050.43	0.05	4021.83	0.05	2058.69	0.04	3824.55	0.05	0.00	0.00	0.00	0.00	UvrB/uvrC motif
PF02152.18	FolB	Domain	1	0.02	6562.68	0.02	1548.76	0.02	2089.93	0.02	969.20	0.02	1954.80	0.02	0	0	0	0	Dihydroneopterin aldolase
PF02153.17	PDH	Family	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0	0	0	0	Prephenate dehydrogenase
PF02163.22	Peptidase_M50	Family	2	0.05	12995.56	0.05	3070.17	0.05	3908.45	0.05	2147.82	0.05	3869.12	0.05	0	0	0	0	Peptidase family M50
PF02190.16	LON_substr_bdg	Family	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	ATP-dependent protease La (LON) substrate-binding domain
PF02195.18	ParBc	Family	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0	0	0	0	ParB-like nuclease domain
PF02219.17	MTHFR	Domain	1	0.02	6457.71	0.02	1531.97	0.02	1934.38	0.02	1081.78	0.02	1909.58	0.02	0	0	0	0	Methylenetetrahydrofolate reductase
PF02222.22	ATP-grasp	Family	6	0.14	39180.69	0.14	9244.88	0.14	11895.88	0.14	6455.60	0.14	11584.31	0.14	0.10	0.10	0.06	0.08	ATP-grasp domain
PF02224.18	Cytidylate_kin	Domain	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	Cytidylate kinase
PF02230.16	Abhydrolase_2	Domain	1	0.02	6349.50	0.02	1503.75	0.02	1966.54	0.02	999.05	0.02	1880.15	0.02	0	0	0	0	Phospholipase/Carboxylesterase
PF02233.16	PNTB	Family	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	NAD(P) transhydrogenase beta subunit
PF02254.18	TrkA_N	Domain	6	0.14	38253.87	0.14	8985.58	0.14	11686.61	0.14	6280.84	0.14	11300.82	0.14	0	0	0	0	TrkA-N domain
PF02261.16	Asp_decarbox	Domain	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	Aspartate decarboxylase
PF02272.19	DHHA1	Family	3	0.07	19778.77	0.07	4679.46	0.07	5951.50	0.07	3455.89	0.07	5691.90	0.07	0	0	0	0	DHHA1 domain
PF02274.17	Amidinotransf	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.01	0.02	0.01	0.01	Amidinotransferase
PF02277.17	DBI_PRT	Domain	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	Phosphoribosyltransferase
PF02283.16	CobU	Domain	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	Cobinamide kinase / cobinamide phosphate guanyltransferase
PF02308.16	MgtC	Family	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	MgtC family
PF02310.19	B12-binding	Domain	4	0.09	25755.82	0.09	6046.61	0.09	7949.07	0.09	4115.44	0.09	7644.68	0.09	0.00	0.00	0	0.00	B12 binding domain
PF02311.19	AraC_binding	Domain	2	0.05	12912.86	0.05	3042.96	0.05	3961.23	0.05	2126.24	0.05	3782.41	0.05	0	0	0	0	AraC-like ligand binding domain
PF02321.18	OEP	Family	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0	0	0.00	0	Outer membrane efflux protein
PF02322.15	Cyt_bd_oxida_II	Family	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	Cytochrome bd terminal oxidase subunit II
PF02325.17	YGGT	Family	3	0.07	17927.03	0.06	4218.58	0.06	5396.08	0.06	3029.88	0.07	5282.50	0.06	0.00	0.00	0.01	0.00	YGGT family
PF02341.15	RcbX	Family	1	0.02	6521.33	0.02	1532.85	0.02	1979.57	0.02	1085.55	0.02	1923.36	0.02	0.03	0.03	0.03	0.02	RbcX protein
PF02347.16	GDC-P	Domain	1	0.02	6330.23	0.02	1498.80	0.02	1884.33	0.02	1108.40	0.02	1838.70	0.02	0	0	0	0	Glycine cleavage system P-protein
PF02350.19	Epimerase_2	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.06	0.04	0.07	0.03	UDP-N-acetylglucosamine 2-epimerase
PF02353.20	CMAS	Family	7	0.16	45398.46	0.16	10722.80	0.16	13889.79	0.16	7409.16	0.16	13376.72	0.16	0.04	0.05	0.03	0.05	Mycolic acid cyclopropane synthetase
PF02355.16	SecD_SecF	Family	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0.00	0.00	0.00	0.00	Protein export membrane protein
PF02357.19	NusG	Domain	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	Transcription termination factor nusG
PF02361.16	CbiQ	Family	2	0.05	12830.76	0.05	3023.94	0.05	3867.51	0.05	2153.87	0.05	3785.44	0.05	0.07	0.07	0.08	0.06	Cobalt transport protein
PF02366.18	PMT	Family	3	0.07	19198.20	0.07	4534.01	0.07	5912.68	0.07	3051.54	0.07	5699.97	0.07	0	0	0	0	Dolichyl-phosphate-mannose-protein mannosyltransferase
PF02367.17	TsaE	Domain	1	0.02	6547.24	0.02	1546.76	0.02	1983.14	0.02	1088.70	0.02	1928.63	0.02	0.01	0.01	0.01	0.00	Threonylcarbamoyl adenosine biosynthesis protein TsaE
PF02374.15	ArsA_ATPase	Domain	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0.11	0.09	0.20	0.11	Anion-transporting ATPase
PF02384.16	N6_Mtase	Family	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0.01	0.01	0.01	0.01	N-6 DNA Methylase
PF02386.16	TrkH	Family	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0.00	0.00	0	0	Cation transport protein
PF02391.17	MoaE	Family	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0	0	0	0	MoaE protein
PF02392.16	Ycf4	Family	1	0.02	6427.03	0.02	1524.42	0.02	1877.97	0.02	1079.95	0.02	1944.69	0.02	0.00	0.00	0	0.00	Ycf4
PF02397.16	Bac_transf	Family	2	0.05	12867.91	0.05	3026.65	0.05	3952.84	0.05	2056.10	0.04	3832.32	0.05	0.02	0.02	0.01	0.01	Bacterial sugar transferase
PF02401.18	LYTB	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	LytB protein
PF02403.22	Seryl_tRNA_N	Domain	1	0.02	6370.02	0.02	1502.65	0.02	1948.84	0.02	1026.18	0.02	1892.35	0.02	0.24	0.29	0.28	0.21	Seryl-tRNA synthetase N-terminal domain
PF02405.16	MlaE	Family	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	Permease MlaE
PF02410.15	RsfS	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	Ribosomal silencing factor during starvation
PF02416.16	MttA_Hcf106	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.00	0.00	0.01	0.01	mttA/Hcf106 family
