#accession	name	isology	mainrole	subrole	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	description
TIGR01750	fabZ	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ
TIGR01752	flav_long	equivalog	Energy metabolism	Electron transport	1	0.02	7174.70	0.03	1679.91	0.03	2196.68	0.03	1198.03	0.03	2100.08	0.03	0.00	0.01	0.01	0.01	flavodoxin
TIGR01763	MalateDH_bact	equivalog	Energy metabolism	TCA cycle	1	0.02	7382.23	0.03	1753.91	0.03	2030.09	0.02	1518.06	0.03	2080.18	0.03	0	0	0	0	malate dehydrogenase, NAD-dependent
TIGR01766	tspaseT_teng_C	equivalog_domain	Mobile and extrachromosomal element functions	Transposon functions	12	0.28	89972.79	0.32	21464.75	0.32	25720.87	0.30	17312.12	0.38	25475.11	0.31	0.01	0.01	0.01	0.01	transposase, IS605 OrfB family
TIGR01770	NDH_I_N	subfamily	Energy metabolism	Electron transport	1	0.02	6521.33	0.02	1532.85	0.02	1979.57	0.02	1085.55	0.02	1923.36	0.02	0	0	0	0	proton-translocating NADH-quinone oxidoreductase, chain N
TIGR01771	L-LDH-NAD	equivalog	Energy metabolism	Glycolysis/gluconeogenesis	1	0.02	6547.24	0.02	1546.76	0.02	1983.14	0.02	1088.70	0.02	1928.63	0.02	0	0	0	0	L-lactate dehydrogenase
TIGR01777	yfcH	hypoth_equivalog	Hypothetical proteins	Conserved	1	0.02	6370.02	0.02	1502.65	0.02	1948.84	0.02	1026.18	0.02	1892.35	0.02	0	0	0	0.00	TIGR01777 family protein
TIGR01784	T_den_put_tspse	subfamily	UNKNOWN	UNKNOWN	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	conserved hypothetical protein
TIGR01792	urease_alph	equivalog	Central intermediary metabolism	Nitrogen metabolism	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0.00	0.00	0.00	0.00	urease, alpha subunit
TIGR01796	CM_mono_aroH	equivalog	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.01	0.00	0	0	chorismate mutase
TIGR01800	cit_synth_II	subfamily	UNKNOWN	UNKNOWN	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.01	0.02	0.01	0.02	2-methylcitrate synthase/citrate synthase II
TIGR01812	sdhA_frdA_Gneg	subfamily	Energy metabolism	TCA cycle	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	succinate dehydrogenase or fumarate reductase, flavoprotein subunit
TIGR01824	PabB-clade2	equivalog	UNKNOWN	UNKNOWN	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.02	0.01	0.02	0.01	aminodeoxychorismate synthase, component I
TIGR01826	CofD_related	subfamily	Hypothetical proteins	Conserved	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0	0	0	conserved hypothetical protein
TIGR01830	3oxo_ACP_reduc	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6699.09	0.02	1588.53	0.02	1983.47	0.02	1181.26	0.03	1945.83	0.02	0	0	0	0	3-oxoacyl-[acyl-carrier-protein] reductase
TIGR01846	type_I_sec_HlyB	subfamily	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	type I secretion system ATPase
TIGR01850	argC	equivalog	Amino acid biosynthesis	Glutamate family	1	0.02	6509.25	0.02	1529.65	0.02	1935.76	0.02	1160.79	0.03	1883.05	0.02	0	0	0	0	N-acetyl-gamma-glutamyl-phosphate reductase
TIGR01852	lipid_A_lpxA	equivalog	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase
TIGR01853	lipid_A_lpxD	equivalog	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0	0	0	0	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD
TIGR01855	IMP_synth_hisH	equivalog	Amino acid biosynthesis	Histidine family	1	0.02	7174.70	0.03	1679.91	0.03	2196.68	0.03	1198.03	0.03	2100.08	0.03	0.04	0.03	0.05	0.04	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
TIGR01877	cas_cas6	equivalog	UNKNOWN	UNKNOWN	2	0.05	12400.49	0.04	2936.39	0.04	3736.29	0.04	2108.85	0.05	3618.96	0.04	0	0	0	0	CRISPR-associated endoribonuclease Cas6
TIGR01891	amidohydrolases	subfamily	Protein fate	Degradation of proteins, peptides, and glycopeptides	2	0.05	13076.69	0.05	3085.93	0.05	4035.63	0.05	2113.92	0.05	3841.22	0.05	0.03	0.03	0.02	0.03	amidohydrolase
TIGR01901	adhes_NPXG	domain	UNKNOWN	UNKNOWN	9	0.21	57309.15	0.20	13480.56	0.20	17634.49	0.21	9268.58	0.20	16925.56	0.21	0.02	0.01	0.01	0.01	filamentous hemagglutinin family N-terminal domain
TIGR01927	menC_gamma/gm+	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0.03	0.04	0.02	0.03	o-succinylbenzoate synthase
TIGR01929	menB	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0	0	0	0	naphthoate synthase
TIGR01934	MenG_MenH_UbiE	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6482.93	0.02	1532.16	0.02	1935.21	0.02	1150.35	0.02	1865.20	0.02	0	0	0	0	ubiquinone/menaquinone biosynthesis methyltransferase
TIGR01951	nusB	equivalog	Transcription	Transcription factors	1	0.02	6209.59	0.02	1460.09	0.02	1926.12	0.02	949.72	0.02	1873.66	0.02	0.03	0.02	0.04	0.02	transcription antitermination factor NusB
TIGR01953	NusA	equivalog_domain	Transcription	Transcription factors	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	transcription termination factor NusA
TIGR01957	nuoB_fam	subfamily	Energy metabolism	Electron transport	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	NADH-quinone oxidoreductase, B subunit
TIGR01960	ndhF3_CO2	subfamily	UNKNOWN	UNKNOWN	2	0.05	12787.96	0.05	3002.43	0.05	3948.14	0.05	2043.03	0.04	3794.36	0.05	0.03	0.02	0.04	0.01	NAD(P)H dehydrogenase, subunit NdhF3 family
TIGR01962	NuoD	equivalog_domain	Energy metabolism	Electron transport	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	NADH dehydrogenase (quinone), D subunit
TIGR01964	chpXY	subfamily	Energy metabolism	Photosynthesis	2	0.05	12787.96	0.05	3002.43	0.05	3948.14	0.05	2043.03	0.04	3794.36	0.05	0.36	0.56	0.31	0.79	CO2 hydration protein
TIGR01965	VCBS_repeat	repeat	UNKNOWN	UNKNOWN	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0.01	0.02	0.00	0.02	VCBS repeat
TIGR01966	RNasePH	equivalog	Transcription	RNA processing	1	0.02	6323.89	0.02	1501.81	0.02	1922.91	0.02	1018.22	0.02	1880.94	0.02	0	0	0	0	ribonuclease PH
TIGR01968	minD_bact	equivalog	Cellular processes	Cell division	1	0.02	6643.71	0.02	1560.37	0.02	2067.20	0.02	1055.41	0.02	1960.73	0.02	0.03	0.04	0.06	0.03	septum site-determining protein MinD
TIGR01972	NDH_I_M	subfamily	Energy metabolism	Electron transport	4	0.09	25894.06	0.09	6090.47	0.09	7912.46	0.09	4242.53	0.09	7648.60	0.09	0.02	0.02	0.01	0.03	proton-translocating NADH-quinone oxidoreductase, chain M
TIGR01974	NDH_I_L	subfamily	Energy metabolism	Electron transport	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0	0	0	0	proton-translocating NADH-quinone oxidoreductase, chain L
TIGR01978	sufC	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0.00	0.00	0	0.00	FeS assembly ATPase SufC
TIGR01979	sufS	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0	0	0	0	cysteine desulfurase, SufS family
TIGR01980	sufB	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0	0	0	0	FeS assembly protein SufB
TIGR01981	sufD	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0.00	0.00	0	0.00	FeS assembly protein SufD
TIGR01987	HI0074	subfamily	UNKNOWN	UNKNOWN	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.01	0.01	0.01	0.00	nucleotidyltransferase substrate binding protein, HI0074 family
TIGR01988	Ubi-OHases	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6350.15	0.02	1492.18	0.02	1913.75	0.02	1067.21	0.02	1877.01	0.02	0.00	0.00	0	0.00	ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
TIGR02000	NifU_proper	equivalog	Central intermediary metabolism	Nitrogen fixation	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0	0	0	0	Fe-S cluster assembly protein NifU
TIGR02008	fdx_plant	subfamily	UNKNOWN	UNKNOWN	3	0.07	19392.57	0.07	4575.77	0.07	5891.65	0.07	3165.64	0.07	5759.49	0.07	0.01	0.00	0.00	0.01	ferredoxin [2Fe-2S]
TIGR02012	tigrfam_recA	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.05	0.05	0.05	0.05	protein RecA
TIGR02013	rpoB	equivalog	Transcription	DNA-dependent RNA polymerase	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0.00	0.01	0.01	0.00	DNA-directed RNA polymerase, beta subunit
TIGR02021	BchM-ChlM	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0.01	0.01	0.01	0.01	magnesium protoporphyrin O-methyltransferase
TIGR02023	BchP-ChlP	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0.00	0	0.00	geranylgeranyl reductase
TIGR02025	BchH	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	magnesium chelatase, H subunit
TIGR02027	rpoA	equivalog	Transcription	DNA-dependent RNA polymerase	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.16	0.14	0.24	0.16	DNA-directed RNA polymerase, alpha subunit
TIGR02029	AcsF	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	2	0.05	12773.26	0.05	3011.71	0.05	3908.29	0.05	2072.22	0.04	3781.04	0.05	0.00	0.00	0	0.00	magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase
TIGR02030	BchI-ChlI	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	magnesium chelatase ATPase subunit I
TIGR02031	BchD-ChlD	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0.00	0.00	0.00	0.00	magnesium chelatase ATPase subunit D
TIGR02032	GG-red-SF	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	2	0.05	13141.79	0.05	3095.31	0.05	4004.57	0.05	2179.79	0.05	3862.13	0.05	0	0	0	0	geranylgeranyl reductase family
TIGR02042	sir	equivalog	Central intermediary metabolism	Sulfur metabolism	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	sulfite reductase, ferredoxin dependent
TIGR02048	gshA_cyano	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione and analogs	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.01	0.01	0.01	0.00	putative glutamate--cysteine ligase
TIGR02058	lin0512_fam	subfamily	Hypothetical proteins	Conserved	1	0.02	6810.41	0.02	1608.79	0.02	1993.98	0.02	1255.71	0.03	1951.94	0.02	0	0	0	0	conserved hypothetical protein
TIGR02068	cya_phycin_syn	equivalog	Cellular processes	Biosynthesis of natural products	1	0.02	6350.15	0.02	1492.18	0.02	1913.75	0.02	1067.21	0.02	1877.01	0.02	0	0	0	0	cyanophycin synthetase
TIGR02069	cyanophycinase	equivalog	Energy metabolism	Other	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	cyanophycinase
TIGR02074	PBP_1a_fam	subfamily	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	2	0.05	13245.90	0.05	3141.80	0.05	3940.46	0.05	2264.39	0.05	3899.24	0.05	0	0	0	0	penicillin-binding protein, 1A family
TIGR02075	pyrH_bact	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Nucleotide and nucleoside interconversions	1	0.02	6667.22	0.02	1562.82	0.02	2006.21	0.02	1137.22	0.02	1960.97	0.02	0	0	0	0	UMP kinase
TIGR02082	metH	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6730.79	0.02	1585.30	0.02	2098.53	0.02	1054.64	0.02	1992.31	0.02	0.00	0.00	0	0.00	methionine synthase
TIGR02091	glgC	equivalog	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6343.85	0.02	1498.40	0.02	1918.96	0.02	1037.37	0.02	1889.12	0.02	0	0	0	0	glucose-1-phosphate adenylyltransferase
TIGR02093	P_ylase	subfamily	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0	0	0	glycogen/starch/alpha-glucan phosphorylases
TIGR02095	glgA	subfamily	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0	0	0	0	glycogen/starch synthase, ADP-glucose type
TIGR02100	glgX_debranch	equivalog	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	glycogen debranching enzyme GlgX
TIGR02124	hypE	equivalog	UNKNOWN	UNKNOWN	1	0.02	6465.79	0.02	1533.83	0.02	1940.47	0.02	1079.51	0.02	1911.98	0.02	0	0	0	0	hydrogenase expression/formation protein HypE
TIGR02127	pyrF_sub2	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Pyrimidine ribonucleotide biosynthesis	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0	0	0	0	orotidine 5'-phosphate decarboxylase
TIGR02135	phoU_full	equivalog	Transport and binding proteins	Anions	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0.02	0.02	0.02	phosphate transport system regulatory protein PhoU
TIGR02138	phosphate_pstC	equivalog	Transport and binding proteins	Anions	2	0.05	11598.23	0.04	2704.65	0.04	3520.17	0.04	1926.34	0.04	3447.07	0.04	0.01	0.01	0.01	0.01	phosphate ABC transporter, permease protein PstC
TIGR02141	modB_ABC	equivalog	Transport and binding proteins	Anions	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0.02	0.01	0.02	0.02	molybdate ABC transporter, permease protein
TIGR02151	IPP_isom_2	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0.00	0.01	0.00	0.00	isopentenyl-diphosphate delta-isomerase, type 2
TIGR02169	SMC_prok_A	equivalog	DNA metabolism	Chromosome-associated proteins	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0.00	0.00	0.00	chromosome segregation protein SMC
TIGR02176	pyruv_ox_red	equivalog	UNKNOWN	UNKNOWN	1	0.02	6280.76	0.02	1511.66	0.02	1820.41	0.02	1117.33	0.02	1831.36	0.02	0.01	0.01	0.02	0.01	pyruvate:ferredoxin (flavodoxin) oxidoreductase
TIGR02181	GRX_bact	equivalog	Energy metabolism	Electron transport	2	0.05	6517.48	0.02	1539.35	0.02	2018.42	0.02	1049.24	0.02	1910.48	0.02	0	0.00	0	0.00	glutaredoxin 3
TIGR02188	Ac_CoA_lig_AcsA	equivalog	UNKNOWN	UNKNOWN	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0.04	0.03	0.03	0.01	acetate--CoA ligase
TIGR02190	GlrX-dom	hypoth_equivalog_domain	UNKNOWN	UNKNOWN	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.33	0.19	0.69	0.26	glutaredoxin-family domain
TIGR02191	RNaseIII	equivalog	Transcription	RNA processing	2	0.05	12896.34	0.05	3056.90	0.05	3930.49	0.05	2117.54	0.05	3791.43	0.05	0.03	0.05	0.03	0.03	ribonuclease III
TIGR02198	rfaE_dom_I	equivalog_domain	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0	0	0	bifunctional protein RfaE, domain I
TIGR02210	rodA_shape	equivalog	Cellular processes	Cell division	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	rod shape-determining protein RodA
TIGR02227	sigpep_I_bact	equivalog	Protein fate	Protein and peptide secretion and trafficking	3	0.07	19079.91	0.07	4500.81	0.07	5936.82	0.07	2942.70	0.06	5699.56	0.07	0.00	0.00	0	0.00	signal peptidase I
TIGR02235	menA_cyano-plnt	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0.09	0.07	0.08	0.06	1,4-dihydroxy-2-naphthoate phytyltransferase
TIGR02257	cobalto_cobN	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0	0.00	0	0.00	cobaltochelatase, CobN subunit
TIGR02273	16S_RimM	equivalog	Transcription	RNA processing	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0.06	0.08	0.07	0.05	16S rRNA processing protein RimM
TIGR02274	dCTP_deam	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	2'-Deoxyribonucleotide metabolism	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.00	0.00	0	0.00	deoxycytidine triphosphate deaminase
TIGR02348	GroEL	equivalog	Protein fate	Protein folding and stabilization	2	0.05	13150.23	0.05	3115.58	0.05	4005.89	0.05	2158.49	0.05	3870.26	0.05	0	0	0	0	chaperonin GroL
TIGR02349	DnaJ_bact	equivalog	UNKNOWN	UNKNOWN	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	chaperone protein DnaJ
TIGR02350	prok_dnaK	equivalog	Protein fate	Protein folding and stabilization	3	0.07	20710.19	0.07	4893.83	0.07	6402.31	0.07	3325.05	0.07	6089.02	0.07	0.02	0.02	0.02	0.02	chaperone protein DnaK
TIGR02352	thiamin_ThiO	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	glycine oxidase ThiO
TIGR02385	RelE_StbE	subfamily	Mobile and extrachromosomal element functions	Other	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	addiction module toxin, RelE/StbE family
TIGR02387	rpoC1_cyan	equivalog	UNKNOWN	UNKNOWN	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	DNA-directed RNA polymerase, gamma subunit
TIGR02388	rpoC2_cyan	equivalog	Transcription	DNA-dependent RNA polymerase	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	DNA-directed RNA polymerase, beta'' subunit
TIGR02393	RpoD_Cterm	equivalog_domain	Transcription	Transcription factors	1	0.02	6770.44	0.02	1616.50	0.02	2047.11	0.02	1118.28	0.02	1988.54	0.02	0.00	0.00	0.00	0.00	RNA polymerase sigma factor RpoD
TIGR02397	dnaX_nterm	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0.01	0.00	0.01	0.01	DNA polymerase III, subunit gamma and tau
TIGR02398	gluc_glyc_Psyn	equivalog	UNKNOWN	UNKNOWN	1	0.02	6770.44	0.02	1616.50	0.02	2047.11	0.02	1118.28	0.02	1988.54	0.02	0.03	0.03	0.02	0.02	glucosylglycerol-phosphate synthase
TIGR02399	salt_tol_Pase	equivalog	UNKNOWN	UNKNOWN	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.01	0.01	0.00	0.00	glucosylglycerol 3-phosphatase
TIGR02401	trehalose_TreY	equivalog	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	malto-oligosyltrehalose synthase
TIGR02402	trehalose_TreZ	equivalog	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.00	0.00	0	0.00	malto-oligosyltrehalose trehalohydrolase
TIGR02432	lysidine_TilS_N	equivalog_domain	Protein synthesis	tRNA and rRNA base modification	1	0.02	6126.02	0.02	1455.05	0.02	1922.84	0.02	924.36	0.02	1823.78	0.02	0	0	0	0	tRNA(Ile)-lysidine synthetase
TIGR02435	CobG	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	2	0.05	12750.88	0.05	3004.87	0.05	3894.26	0.05	2069.41	0.04	3782.35	0.05	0.02	0.02	0.02	0.02	precorrin-3B synthase
TIGR02450	TIGR02450	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	tryptophan-rich conserved hypothetical protein
TIGR02454	ECF_T_CbiQ	equivalog	Transport and binding proteins	Cations and iron carrying compounds	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0.07	0.06	0.08	0.06	cobalt ECF transporter T component CbiQ
TIGR02464	ribofla_fusion	subfamily_domain	UNKNOWN	UNKNOWN	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0.06	0.06	0.06	0.05	conserved hypothetical protein
TIGR02467	CbiE	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0	0	0	0	precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit
TIGR02469	CbiT	equivalog_domain			2	0.05	12807.72	0.05	3009.28	0.05	3990.77	0.05	1981.81	0.04	3825.86	0.05	0	0	0	0	precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit
TIGR02470	sucr_synth	equivalog	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6209.59	0.02	1460.09	0.02	1926.12	0.02	949.72	0.02	1873.66	0.02	0	0	0	0	sucrose synthase
TIGR02475	CobW	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0	0	0	0	cobalamin biosynthesis protein CobW
TIGR02481	hemeryth_dom	domain	UNKNOWN	UNKNOWN	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	hemerythrin-like metal-binding domain
TIGR02493	PFLA	equivalog	Protein fate	Protein modification and repair	1	0.02	6402.18	0.02	1519.72	0.02	2029.19	0.02	939.16	0.02	1914.10	0.02	0	0	0	0	pyruvate formate-lyase 1-activating enzyme
TIGR02506	NrdE_NrdA	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	2'-Deoxyribonucleotide metabolism	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.00	0.01	0.00	0.01	ribonucleoside-diphosphate reductase, alpha subunit
TIGR02532	IV_pilin_GFxxxE	domain	Protein fate	Protein and peptide secretion and trafficking	4	0.09	25616.88	0.09	6091.02	0.09	7745.42	0.09	4234.67	0.09	7545.74	0.09	0	0	0	0	prepilin-type N-terminal cleavage/methylation domain
